Number,Country,Detailed Locations ,Began,Ended,Duration in Days,Dead,Displaced,Damage (USD),Type,Main cause,Severity index,flooded area,Affected sq km,peak discharge Q,Peak Water level h,Magnitude (M)**,Centroid X,Centroid Y,Notes and Comments (may include quoted headlines from copyrighted news stories; for internal research purposes only),map of flood extent
98,Germany,"Polish town of Bogatyni, eastern German town of Neukirchen near the Czech border, town of Goerlitz, on the border with Poland",40386,40398,13,15,3000,,,Torrential Rain,1.5,,45883.94,,,5.9516953145497,13.9953,51.4677,"August 8, 2010: ""Heavy rain in central Europe has caused floods which killed at least seven people, cut off towns and forced the evacuation of residents from submerged villages by helicopter, authorities and local media said on Saturday.The Polish town of Bogatynia was cut off after a river overflowed its banks, covering the main bridge leading into the town and sweeping away several smaller bridges.""At this moment we need everything,"" said Andrzej Grzemielewicz, mayor of the town of 18,000. ""We need helicopters. People are on their roofs. The situation is dramatic.""Several buildings had collapsed in the town and local media reported one person was killed.In the Czech Republic, the news agency CTK reported three people had been killed by floods in the north of the country.Extra rescue personnel and soldiers were called in to help with evacuation from some of the worst affected towns, using helicopters to reach villages cut off by the swollen rivers.In the eastern German town of Neukirchen near the Czech border, police said a 72-year-old woman, her 74-year-old husband and another man aged 63 had been found drowned in the basement of their apartment block.The fire service found the bodies on Saturday while pumping water out of the basement. The three had drowned while trying to carry items from the basement upstairs, a police spokesman said.""Rescue workers sought to clear flood-borne debris including damaged cars and evacuate victims after heavy rains and stormy winds across central Europe killed at least 15 people over the weekend.Heavy downpours yesterday caused rivers to overflow their banks and a dam to burst, submerging Bogatynia and other towns in southwest Poland and killing at least three people.Flood damage and deaths also were reported in neighbouring countries. The death toll in the Czech Republic grew to five today and another three were missing and feared drowned.On Saturday, three people died in the German town of Neukirchen, near the Czech border.In neighbouring Lithuania, falling trees and structures killed four and injured several, with thousands being left without electricity after storm winds hit the country.The army, police and fire-service rescuers were using amphibious vehicles, helicopters and heavy earth-moving equipment to evacuate flood victims and clear debris including damaged cars blocking narrow streets.The weekend deluge followed major spring and summer flooding across Poland, which caused widespread property damage and claimed some two dozen lives.In Germany, authorities at the weekend evacuated some 1,400 people around the town of Goerlitz, on the border with Poland, where they expected the flooding level to rise after topping 7 metres (23 feet).In the Czech Republic, extra rescue personnel and soldiers were called in to help with evacuation from some of the worst affected towns in the north of the country, and helicopters were used to reach villages cut off by the swollen rivers.

",
99,Germany,"Switzerland - central plateau - Jura (Delemont, Riedes), Bern (Lake Bieler near Biel),  Winterthur, Lake Geneva area (Roche, Vaud). Other cantons: Aargau, Solothurn, Freiburg, Schwyz
Germany - Arnsberg, Waldshut-Tiengen, Schleswig-Holstein",39302,39306,5,2,100,see notes,riverine flood,Heavy rain,1,,30941.98,,,5.18951810541109,7.3777,47.7229,"Unusual heavy rainfall for this time of the year.
Switzerland - heaviest rainfall in the past 100 years. 1 dead. 100 evacuated. $244 million dollars damages. Record high levels at Lake Bieler near Biel in Bern. Rhine at critical levels in Basel.
Germany - 20 year high levels on Rhine at Baden-Wuerttemberg. 1 dead.",
100,Germany,"Germany - Regions: Saxony-Anhalt, Baviaria. Towns: Coburg, Zell, Cologne, Koblenz, Regensburg, Wertheim, Soemmerda.
Central and northern Portugal - Agueda town. Bairrada region. 
Romania - Poiana Teiului
Southern and western Belgium - Geraardsbergen. western city of Ghent, towns and villages southwest of Brussels.
Northern France - Lisieux, Ardennes region.Oise and Aisne regions.
Netherlands - 
Czech Republic - Vestec.  Prague. Usti nad Labem, Northern Bohemia.",37622,37629,8,7,1500,,,Heavy rain,1,,259752.89,,,6.31765037519063,5.62514,49.2074,"A week of heavy rain in Europe swells rivers. Several Rhine tributaries have broken banks in Germany. Flooding and landslides in Portugal. Bistrita river in Romania floods hundreds of houses in four villages. Worst floods in a nearly a decade in Belgium.
MODIS observation of flooding along Lower Rhine on January 7. MODIS observations of high water along  Seine tributaries Oise, Aisne, Marne and Aube rivers January 5 - 7 in northern France. MODIS observation of high water on Saone river south of Dijon, France on Jan 7.

QuikSCAT shows new anomaly east of Paris on Marne River on week ending Jan 4.",
101,Germany,"Austria - Provinces: Lower Austria, Upper Austria, Salzburg, Tyrol. Waldviertel region.  Towns: Linz, Passau, Steyr, Krems, Hallein, Zwettl, Perg, Ybbs, Vienna.  Rivers: Danube, Salzach, Kamp
Germany - States: Bavaria, Baden-Wuerttemberg, Lower Saxony, Saxony-Anhalt, Mecklenburg-Western Pomerania.  Towns: Traunstein, Leipzig, Dresden, Passau, Reutlingen, Regensburg, Moosach, Glonn, Unterallgaeu, Munich. Pleisse River in Thuringia. Rivers: Danube, Elbe, Mulde.
Czech Republic - Regions: Prague, Bohemia, Plzen, Karlovy Vary, Zapadocesky. Districts of Central Bohemia, Southern Bohemia, Pilsner, Carlsbad and Usti.  Towns: Prague, Ceske Budejovice, Cesky Krumlov, Plzen, Karlovy Vary, Strakonice, Prachatice, Pisek, Susice, Radotin, Bratislava, Vodnany, Kaplice, Matejovice near Poprad. Rivers: Vltava, Blanice, Malse, Berounka, Slavkovsky, Uhlava, Luznice, Otava, Labe, Sazava. 
Southern Romania - Farcasesti village.
Hungary - Budapest",37475,37496,22,55,250000,20000000000,riverine flood,Heavy rain,2,592km2,252250.7,4680m3/s,9.4m in dresden (2m normal),7.04528505657141,13.0294,48.5684,"""In Prague, it's the worst flooding in 500 years, and it may be in 1,000 years."" 
""The floods that were mostly in Lower and Upper Austria (in the northeast) have spread to the entire Austrian territory,"" ""In the Kamp River valley, where the Lower Austrian hydrological service last week reported the worst flooding since records began being kept in 1896, water levels rose by 11/2 meters (5 feet) overnight"" ""A dam burst Sunday night in the Lower Austria town of Zwettl, where a famed brewery was inundated by flooding earlier in the week, submerging 50 to 60 houses"" ""The flooding in Waldviertel was ""the worst effect of heavy rainfall since records began after World War II in 1947,"" said Svabik, adding that several other areas had seen the worst floods in 40 years. "" In Czech Republic the ""worst flooding since 1997"" ""The Elbe - fed by high water that earlier devastated Prague - rose above nine meters (29 1/2 feet) early Friday, shattering the previous all-time high of 8.76 meters (28 3/4 feet) reached in 1845 [in Dresden]"" ""Officials said it was the highest water level on record in Regensburg, which was last hit by a bad flood in 1988. ""The Danube reached a height of 28.2 feet in Budapest Sunday, just over the previous record set in 1965"" ""Water levels broke records in Dresden (the highest recorded for over 150 years), Prague (the highest recorded for well over 100 years), Bratislava and Budapest (both recording the highest levels for around 50 years) -- DEAD: Czech 9, Austria 4, Germany 8, Romania 7 -- DISPLACED: Czech: 200000, Germany: 30000, Austria: --""CAUSE:Rain",
102,Germany,"Germany - Hamburg, Magdeburg, Chemnitz and Dresden. Baviarian Alps
",37468,37476,9,0,0,,,Brief torrential rain,1,,22266.55,,,5.30189544169421,13.2498,50.9544,"""Flash floods caused chaos in northern and eastern Germany Thursday with Hamburg and the states of Saxony, Saxony-Anhalt and Brandenburg worst hit as thunderstorms brought a heatwave to an end."" ""The whole of Hamburg is under water,"" CAUSE:Rain",
103,Germany,"Western Ukraine - Zakarpattia region. Transcarpathia region. Towns: Palad, Khust, Shaiany, Sasovo. Rivers: Tisza and Latoritsa. -- Northern Hungary - Szabolcs-Szatmar-Bereg County. Regions: Tivadar, Beregiv. Towns: Tarpa, Tivador, Kispalad, Vasarosnameny. Rivers: Tisza, Tur. -- Northern Romania - Northern Transylvania. Counties: Maramures, Bihor, Bistrita-Nasaud, Suceava, Satu Mare, Harghita, Cluj, Salaj, Hunedoara, Alba and Botosani. Somes and Viseu Rivers.",36954,36967,14,8,91000,125800000,,Heavy rain,2,,30197.98,,,5.92713592449162,22.6433,47.9334,"""floodwaters ... submerged at least 200 villages in western Ukraine and northeastern Hungary ... More than 12,600 houses in 191 settlements were flooded in the region"" -- ""The Tisza rose more than 20 feet on Tuesday in some places and stretching as much as 300 feet beyond its normal width at the villages of Tarpa and Tivador...Some 14,000 emergency workers have been operating continuous shifts along a 12-mile stretch of the river to prevent additional damage. People in 19 communities have been moved from their homes and another 11 communities were under threat of high waters."" -- ""dike burst at Vasarosnameny, 240 kilometers east of Budapest, early Thursday ... Experts say the water levels, which are the highest in more than a century, are causing less damage than the record floods of 1998 due to dike reinforcement work that has taken place since then."" 
""floods were the worst to hit this particular section of the Tisza in more than two decades"" -- ""The Tizsa, Hungary's second largest river, reached a level of 7.58 metres on Friday, surpassing by 7 centimetres its previous record set in 1888 at Zahony, near the Ukrainian border.""
DAMAGE: Ukraine: 40,000,000 -- Romania: 2,300,000 -- Hungary: 83,500,000  FATALITES: Ukraine: 8 DISPLACED: Ukraine: 35,000 -- Hungary: 30,000 -- Romania: 26,000CAUSE:""Heavy rains and melting snow that have overflowed rivers and burst dikes around the Carpathian Mountains""  HECTARES FLOODED: Romania: 11,000 hectares. -- Hungary: 130 sq kilometers.",
104,Germany,"Germany: Bavarian Alps and Daden-Wuerttemberg- towns: Augsburg, Ingolstadt, Passau, Neustadt, Neu-Ulm, Eschenlohe, Ratisbonne
Switzerland: Lake Constance; town of Lindau
Austria: Vorarlberg region, city: Bregenz",36302,36309,8,6,2000,1170000000,riverine flood,Heavy rain,2,,54320.02,,,5.93907990383058,9.92606,48.3676,Danube at Ingolstadt highest levels since 1845 - 7.48 meters,
105,Germany,"Germany - Lower Saxony, Southern Bavaria",36099,36116,18,3,0,,,Heavy rain,1,,79672.26,,,6.15657964173176,8.67822,51.1161,,
106,Germany,"East: Oderbruch, Frankfurt-an-der-Oder, Ziltendorf",35615,35651,37,0,5200,76000,riverine flood,Heavy rain,2,,8359.36,,,5.79140474847285,14.5282,51.8508,,
107,Germany,Southern Germany,34851,34855,5,4,0,,,Heavy rain,1,,57984.4,,,5.46228117194722,10.7405,48.1302,Rhine at 7.46 meters - normal level is 2.50 meters.  Roads and railways closed.,
108,Germany,"West Germany: Black Forest region; Baden-Wuerttemburg, Waldshut-Tiegen",32918,32920,3,3,50,2000000,,Heavy rain,1,,35634.96,,,5.02899753036031,8.96919,48.6199,Rhine rising at a rate of seven inches per hour.,
109,Germany,"West Germany - Danube River in Bavaria. towns: Niederachdorf, Beuel, Bamberg, Koln, Regensburg, Passau, Dresden, Bonn. Flooding also on the Main, Rhine, Mosel, Elbe, Donlau and Neckar rivers.",32228,32232,5,6,3500,,,Heavy rain,2,,105533.51,,,6.02339038283094,10.0852,49.8867,"""continuous rains and southeast winds worsened the effects of the floods in the city of buenos aires, bringing the death toll to 24 and forcing 57,000 people to be evacuated sunday night. the rainfall reached 55.2 millimeters sunday and 204 millimeters in the last three days, compared with a monthly level of 450 millimeters"" CAUSE:Continuous rains ",
